Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,170,-,-,-,-,4,50.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,171,-,-,-,-,19,31.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,172,-,-,-,-,17,16.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,173,-,-,-,-,38,27.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,174,-,-,-,-,25,26.60
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,175,-,-,-,-,40,27.59
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,176,-,-,-,-,72,33.49
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,177,0,66,77,134,277,28.12
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,178,0,37,47,56,140,26.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,179,-,-,-,-,88,22.45
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,18,0,78,163,126,367,29.81
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,181,-,-,-,-,41,25.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,182,-,-,-,-,143,26.14
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,184,0,146,160,85,391,27.13
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,187,-,-,-,-,32,21.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,19,0,30,44,52,126,30.14
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,191,0,79,63,39,181,32.50
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,196,0,83,119,79,281,16.13
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,198,0,76,66,62,204,28.61
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,199,0,41,53,51,145,27.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,2,0,64,49,100,213,32.82
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,20,0,96,113,84,293,29.84
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,200,0,161,136,123,420,33.84
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,201,0,84,60,119,263,33.59
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,202,0,111,81,91,283,27.26
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,203,0,119,128,153,400,25.02
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,205,0,47,54,55,156,13.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,206,0,65,126,33,224,14.63
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,207,0,106,159,135,400,23.27
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,208,0,122,146,136,404,26.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,209,0,130,158,156,444,23.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,210,0,51,82,112,245,25.03
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,212,0,60,89,108,257,20.78
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,213,-,-,-,-,280,17.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,214,0,95,112,88,295,17.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,215,0,88,102,88,278,18.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,216,0,83,129,55,267,15.27
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,217,0,71,95,101,267,19.46
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,218,0,60,59,30,149,17.84
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,219,-,-,-,-,164,25.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,221,0,79,101,99,279,19.20
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,222,0,80,128,100,308,20.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,223,0,69,94,102,265,20.18
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,224,0,77,74,71,222,21.62
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,225,0,123,90,72,285,19.52
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,226,0,58,56,53,167,16.44
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,227,0,84,90,74,248,19.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,228,0,83,102,62,247,16.20
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,229,0,92,64,106,262,23.27
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,23,0,174,208,126,508,28.59
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,230,0,135,86,121,342,27.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,231,-,-,-,-,303,31.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,232,0,108,76,131,315,30.14
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,233,0,79,94,65,238,23.02
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,234,-,-,-,-,83,18.99
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,235,-,-,-,-,84,27.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,236,0,42,52,38,132,17.79
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,237,0,58,36,46,140,20.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,238,0,33,55,59,147,23.79
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,239,0,102,120,142,364,23.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,24,0,70,119,79,268,24.28
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,240,-,-,-,-,389,26.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,241,0,113,122,106,341,26.87
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,242,0,99,120,150,369,26.13
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,243,0,40,41,40,121,25.97
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,244,-,-,-,-,308,26.04
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,245,0,55,74,110,239,29.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,246,0,134,115,111,360,35.19
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,247,0,68,47,60,175,30.81
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,248,0,117,102,118,337,28.13
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,249,-,-,-,-,277,25.98
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,25,0,98,96,72,266,30.54
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,250,0,78,132,129,339,27.06
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,251,0,85,125,89,299,21.45
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,253,0,46,68,67,181,24.53
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,254,0,54,108,88,250,25.35
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,256,0,65,49,69,183,14.39
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,257,0,64,92,114,270,27.25
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,258,0,32,51,56,139,25.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,259,0,69,69,78,216,29.35
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,260,0,30,48,56,134,33.09
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,261,-,-,-,-,274,27.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,262,0,63,76,77,216,25.84
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,264,0,46,62,76,184,30.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,265,-,-,-,-,12,28.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,266,-,-,-,-,14,31.82
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,267,0,38,45,104,187,28.46
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,269,0,60,45,45,150,18.01
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,270,0,76,87,55,218,16.55
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,272,0,131,74,105,310,31.19
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,274,0,45,49,58,152,21.14
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,275,-,-,-,-,56,29.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,276,0,40,66,66,172,21.88
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,278,-,-,-,-,17,32.69
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,28,0,50,101,60,211,25.83
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,280,0,30,32,53,115,20.25
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,281,-,-,-,-,26,29.21
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,282,0,99,101,142,342,27.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,284,0,57,30,62,149,29.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,285,-,-,-,-,25,31.25
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,288,-,-,-,-,1,100.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,289,-,-,-,-,18,50.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,29,0,51,97,79,227,26.36
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,291,0,91,79,107,277,22.52
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,295,0,105,151,95,351,18.21
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,296,0,101,93,111,305,24.46
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,297,0,183,147,121,451,35.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,298,0,121,104,181,406,31.06
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,299,0,92,85,107,284,36.18
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,3,-,-,-,-,286,27.19
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,30,0,126,199,81,406,20.58
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,300,0,192,249,172,613,33.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,301,0,91,108,144,343,38.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,302,0,100,114,127,341,35.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,303,0,167,228,162,557,31.54
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,304,0,168,158,139,465,32.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,305,0,132,234,143,509,30.26
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,306,-,-,-,-,374,31.72
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,307,0,143,208,126,477,33.40
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,308,0,84,93,82,259,30.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,309,0,139,134,176,449,35.92
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,31,0,61,77,56,194,27.40
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,310,0,162,95,111,368,32.92
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,311,-,-,-,-,593,41.15
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,312,0,119,112,146,377,40.19
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,314,-,-,-,-,29,33.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,315,0,103,87,117,307,32.18
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,316,0,95,90,127,312,37.37
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,317,0,122,75,121,318,40.87
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,318,0,220,167,167,554,36.91
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,319,0,93,72,98,263,40.28
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,32,0,150,150,108,408,30.77
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,320,0,186,146,172,504,36.79
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,321,0,231,156,218,605,38.46
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,322,0,124,105,124,353,35.58
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,323,-,-,-,-,323,37.25
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,324,0,107,69,80,256,35.96
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,325,0,107,110,62,279,44.78
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,326,0,77,62,65,204,35.73
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,327,0,134,93,132,359,33.06
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,328,0,197,162,91,450,33.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,329,-,-,-,-,6,42.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,33,0,103,112,63,278,28.48
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,330,0,224,183,124,531,36.02
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,331,0,255,189,111,555,39.50
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,332,0,120,103,80,303,36.51
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,333,0,121,54,72,247,39.39
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,334,-,-,-,-,17,25.76
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,335,0,127,55,74,256,37.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,336,-,-,-,-,120,34.09
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,337,0,216,147,153,516,38.54
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,338,0,92,60,71,223,36.38
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,339,-,-,-,-,507,37.67
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,340,0,290,142,204,636,35.39
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,341,-,-,-,-,3,42.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,342,0,154,85,103,342,41.25
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,343,0,156,178,209,543,35.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,344,0,105,107,162,374,28.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,345,-,-,-,-,2,100.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,346,0,130,118,146,394,33.11
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,347,0,74,71,101,246,31.74
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,348,-,-,-,-,98,30.53
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,349,0,130,89,132,351,35.35
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,350,0,73,102,94,269,29.46
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,351,0,173,184,236,593,32.12
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,352,-,-,-,-,712,33.51
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,353,0,181,156,145,482,37.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,354,0,78,56,77,211,34.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,355,0,157,187,211,555,31.77
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,356,0,59,74,68,201,35.39
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,357,0,107,92,135,334,39.76
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,358,0,125,84,110,319,39.33
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,359,0,119,87,142,348,38.20
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,36,0,136,210,153,499,29.49
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,360,-,-,-,-,641,35.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,362,0,132,104,80,316,36.45
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,363,0,193,222,232,647,32.64
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,364,-,-,-,-,633,34.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,365,0,121,207,171,499,31.62
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,366,0,123,157,215,495,31.15
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,367,0,125,145,186,456,35.16
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,368,0,192,161,245,598,36.89
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,369,-,-,-,-,8,38.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,37,0,35,68,35,138,28.93
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,370,0,93,158,115,366,32.19
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,371,0,294,259,151,704,32.20
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,372,0,73,100,47,220,34.65
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,373,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,374,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,375,0,76,34,68,178,37.63
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,376,0,362,233,170,765,37.21
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,377,0,217,126,159,502,37.69
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,378,0,69,48,41,158,37.62
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,379,0,194,111,113,418,36.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,38,-,-,-,-,76,28.04
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,381,0,133,81,71,285,39.86
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,382,0,103,64,85,252,33.69
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,383,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,384,0,184,111,160,455,35.16
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,385,0,208,288,182,678,34.24
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,386,0,181,103,90,374,39.20
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,387,0,90,70,115,275,33.37
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,388,0,239,166,202,607,37.08
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,389,0,231,259,144,634,35.07
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,390,0,221,324,155,700,34.28
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,391,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,392,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,394,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,395,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,396,0,188,165,91,444,37.22
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,398,0,50,72,81,203,36.12
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,399,0,55,60,72,187,33.88
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,4,0,63,88,133,284,29.43
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,40,0,62,113,122,297,30.18
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,400,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,401,0,107,129,71,307,39.06
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,402,0,272,204,104,580,35.69
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,403,0,80,72,40,192,31.58
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,405,0,192,124,84,400,37.11
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,406,0,211,161,82,454,35.83
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,407,0,109,119,95,323,37.17
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,408,0,105,85,112,302,34.40
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,409,-,-,-,-,355,34.98
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,41,0,172,199,154,525,27.36
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,410,0,161,104,154,419,36.18
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,411,0,138,116,109,363,34.57
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,412,0,209,152,124,485,37.37
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,413,0,297,210,152,659,36.73
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,414,0,139,138,124,401,36.49
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,415,-,-,-,-,568,35.15
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,416,0,146,100,75,321,33.68
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,417,0,184,186,70,440,38.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,418,0,83,50,37,170,32.50
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,419,0,132,115,56,303,38.02
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,42,0,77,129,87,293,29.48
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,420,0,182,174,109,465,35.52
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,421,0,200,165,129,494,37.97
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,422,0,110,98,88,296,38.49
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,423,0,142,146,91,379,35.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,424,0,190,143,138,471,37.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,425,0,72,65,60,197,38.18
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,426,0,234,311,182,727,34.15
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,427,0,86,71,57,214,36.83
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,428,-,-,-,-,334,35.53
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,429,0,139,194,82,415,35.99
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,43,0,39,61,44,144,30.25
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,430,0,193,176,110,479,37.69
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,431,0,104,103,74,281,33.10
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,432,0,126,111,92,329,33.43
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,433,0,176,132,140,448,39.30
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,434,0,166,164,105,435,36.43
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,435,0,192,107,80,379,34.14
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,436,0,167,149,110,426,35.89
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,437,0,167,136,105,408,38.27
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,438,0,211,168,99,478,35.91
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,439,0,162,145,88,395,35.62
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,440,0,159,105,108,372,35.73
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,441,0,236,167,115,518,37.95
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,442,0,106,74,78,258,37.66
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,443,0,135,117,121,373,33.51
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,444,0,175,167,134,476,38.76
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,445,0,0,0,0,0,0.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,446,-,-,-,-,1,20.00
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,447,0,173,163,121,457,35.26
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,448,0,133,159,114,406,34.23
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,449,0,91,82,75,248,31.35
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,450,0,151,125,120,396,33.03
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,451,0,241,192,182,615,36.78
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,452,-,-,-,-,500,35.87
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,453,-,-,-,-,7,24.14
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,454,0,99,133,112,344,35.46
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,455,0,163,151,93,407,35.30
COUNTY: ELECTIONS FOR COUNTY COMM & MAYOR,NO,,456,0,0,0,0,0,0.00
